epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,577.9,1.07882,0.75492,1.16173,0.92276,0.90813,0.93328,0.65275,1.05544,0.62185,1.09454,0.00117867,0.00117867,0.00117867
58,587.761,1.08903,0.77703,1.15789,0.95688,0.90244,0.9565,0.66859,1.0423,0.58645,1.07481,0.001164,0.001164,0.001164
59,597.756,1.07433,0.75964,1.14749,0.92891,0.86582,0.93739,0.64569,1.05611,0.65011,1.10226,0.00114933,0.00114933,0.00114933
60,607.85,1.06787,0.73982,1.1526,0.93876,0.90031,0.95271,0.67192,1.02796,0.60435,1.07033,0.00113467,0.00113467,0.00113467
61,617.734,1.07122,0.75351,1.14821,0.91116,0.91114,0.95412,0.66636,1.0504,0.61126,1.069,0.00112,0.00112,0.00112
62,627.541,1.06214,0.75293,1.14569,0.93515,0.90361,0.95696,0.6807,1.02824,0.57438,1.06535,0.00110533,0.00110533,0.00110533
63,637.689,1.04222,0.73478,1.13919,0.93425,0.90813,0.95174,0.66323,1.04423,0.60279,1.08435,0.00109067,0.00109067,0.00109067
64,647.551,1.07131,0.7506,1.15152,0.91948,0.89759,0.95068,0.66927,1.03576,0.60916,1.08394,0.001076,0.001076,0.001076
65,657.438,1.06258,0.72836,1.14344,0.94664,0.90211,0.95771,0.66581,1.06767,0.58896,1.08934,0.00106133,0.00106133,0.00106133
66,667.61,1.05794,0.72575,1.14065,0.96124,0.89627,0.95961,0.66545,1.04888,0.5889,1.08209,0.00104667,0.00104667,0.00104667
67,677.516,1.03305,0.71917,1.12901,0.93706,0.91265,0.96129,0.68747,1.01,0.57638,1.04411,0.001032,0.001032,0.001032
68,687.311,1.05048,0.73202,1.13742,0.93967,0.92319,0.96506,0.69495,0.99916,0.56148,1.04952,0.00101733,0.00101733,0.00101733
69,697.276,1.03782,0.71176,1.12785,0.95841,0.90226,0.95781,0.68573,1.02435,0.5801,1.06242,0.00100267,0.00100267,0.00100267
70,707.377,1.0401,0.73716,1.13959,0.93752,0.87952,0.94637,0.66208,1.03252,0.61383,1.08373,0.000988,0.000988,0.000988
71,717.197,1.04328,0.74017,1.13857,0.94889,0.92268,0.96542,0.68264,1.02242,0.566,1.05745,0.000973333,0.000973333,0.000973333
72,727.126,1.04617,0.72182,1.13767,0.94098,0.91237,0.95627,0.67239,1.02843,0.58896,1.0641,0.000958667,0.000958667,0.000958667
73,737.228,1.02597,0.7088,1.12615,0.95534,0.91717,0.96116,0.68215,1.01867,0.55563,1.05846,0.000944,0.000944,0.000944
74,747.018,1.03339,0.70385,1.12994,0.94899,0.92457,0.95995,0.68401,1.00361,0.54434,1.06657,0.000929333,0.000929333,0.000929333
75,756.998,1.01705,0.69713,1.13101,0.94357,0.93179,0.96039,0.68694,0.98494,0.54607,1.05412,0.000914667,0.000914667,0.000914667
76,767.352,1.02658,0.69719,1.12243,0.94485,0.9288,0.96301,0.68176,1.0221,0.55217,1.06088,0.0009,0.0009,0.0009
77,777.276,1.00998,0.6908,1.11924,0.95029,0.92119,0.95845,0.68749,0.98853,0.52506,1.06023,0.000885333,0.000885333,0.000885333
78,787.309,1.00033,0.68251,1.11738,0.95998,0.92922,0.96618,0.70799,0.97198,0.53316,1.04094,0.000870667,0.000870667,0.000870667
79,797.447,1.0032,0.6835,1.11482,0.95793,0.91416,0.95896,0.69397,0.99369,0.5483,1.0467,0.000856,0.000856,0.000856
80,807.328,1.01051,0.68447,1.11687,0.95852,0.91566,0.96264,0.71117,0.96263,0.52489,1.03111,0.000841333,0.000841333,0.000841333
81,817.24,0.97251,0.6556,1.09609,0.95892,0.92771,0.96693,0.70157,0.98259,0.51585,1.04239,0.000826667,0.000826667,0.000826667
82,827.156,1.02095,0.68601,1.11673,0.94115,0.93524,0.96313,0.70631,0.96789,0.52272,1.03785,0.000812,0.000812,0.000812
83,837.121,0.99668,0.65884,1.11171,0.95248,0.91566,0.97059,0.71507,0.94954,0.51801,1.02187,0.000797333,0.000797333,0.000797333
84,847.099,0.99514,0.67575,1.12116,0.9482,0.93727,0.96922,0.70286,0.97544,0.51938,1.04078,0.000782667,0.000782667,0.000782667
85,857.007,0.99379,0.66789,1.11142,0.94299,0.92174,0.96071,0.70725,0.96007,0.5215,1.03177,0.000768,0.000768,0.000768
86,867.113,0.99374,0.67019,1.10887,0.95082,0.93176,0.96475,0.69737,0.99723,0.52347,1.03173,0.000753333,0.000753333,0.000753333
87,876.998,0.9762,0.66047,1.09651,0.95,0.92922,0.96754,0.70948,0.96593,0.5214,1.03545,0.000738667,0.000738667,0.000738667
88,886.909,0.97364,0.64804,1.10372,0.9433,0.92771,0.96821,0.70808,0.96077,0.50849,1.02419,0.000724,0.000724,0.000724
89,897.015,0.97774,0.64719,1.10396,0.94826,0.91076,0.96229,0.70329,0.96601,0.52337,1.02985,0.000709333,0.000709333,0.000709333
90,906.876,0.98076,0.65644,1.1038,0.95141,0.90663,0.95917,0.70265,0.95165,0.53885,1.03002,0.000694667,0.000694667,0.000694667
91,916.794,0.97686,0.64402,1.09598,0.95694,0.93072,0.969,0.7221,0.93878,0.48779,1.02021,0.00068,0.00068,0.00068
92,927.052,0.95268,0.64008,1.08972,0.94478,0.92763,0.96667,0.71439,0.94526,0.5016,1.01957,0.000665333,0.000665333,0.000665333
93,936.97,0.95056,0.64219,1.08555,0.96876,0.93416,0.97055,0.71522,0.95171,0.49882,1.0269,0.000650667,0.000650667,0.000650667
94,946.855,0.96143,0.63567,1.0933,0.93971,0.93902,0.96925,0.71472,0.94656,0.51231,1.02348,0.000636,0.000636,0.000636
95,956.891,0.95661,0.64144,1.08979,0.9623,0.9226,0.96953,0.71437,0.94755,0.50533,1.02707,0.000621333,0.000621333,0.000621333
96,966.769,0.94231,0.62456,1.08646,0.95953,0.92922,0.97015,0.72391,0.93014,0.48896,1.01927,0.000606667,0.000606667,0.000606667
97,976.557,0.95702,0.62674,1.08756,0.94894,0.93825,0.97118,0.72071,0.93308,0.49461,1.01762,0.000592,0.000592,0.000592
98,986.52,0.9376,0.6203,1.07932,0.9565,0.92718,0.96562,0.70595,0.96599,0.50223,1.04745,0.000577333,0.000577333,0.000577333
99,996.393,0.94211,0.62032,1.08349,0.96272,0.93343,0.97389,0.72449,0.92854,0.48246,1.01521,0.000562667,0.000562667,0.000562667
100,1006.3,0.94426,0.61881,1.08505,0.93654,0.92922,0.96732,0.71494,0.95497,0.50236,1.02343,0.000548,0.000548,0.000548
101,1016.12,0.93054,0.60701,1.07872,0.94788,0.93123,0.96874,0.71862,0.93793,0.49267,1.01938,0.000533333,0.000533333,0.000533333
102,1026.06,0.9279,0.60781,1.08165,0.94775,0.92872,0.96742,0.722,0.92697,0.48135,1.01381,0.000518667,0.000518667,0.000518667
103,1035.77,0.93237,0.62134,1.07486,0.96115,0.93373,0.97237,0.72738,0.92181,0.47046,1.00925,0.000504,0.000504,0.000504
104,1045.64,0.92803,0.61075,1.07344,0.96247,0.92771,0.96526,0.72953,0.91141,0.47766,1.00835,0.000489333,0.000489333,0.000489333
105,1055.56,0.91791,0.59959,1.07076,0.95094,0.93418,0.97198,0.73016,0.91324,0.46927,1.0139,0.000474667,0.000474667,0.000474667
106,1065.53,0.91164,0.58699,1.0693,0.95257,0.93769,0.96886,0.72617,0.91806,0.46903,1.01863,0.00046,0.00046,0.00046
107,1075.41,0.92363,0.60451,1.07486,0.95046,0.92462,0.96633,0.72779,0.91915,0.48361,1.00968,0.000445333,0.000445333,0.000445333
108,1085.42,0.9098,0.59457,1.06628,0.96122,0.93324,0.96881,0.72044,0.91929,0.47199,1.01573,0.000430667,0.000430667,0.000430667
109,1095.26,0.92387,0.59877,1.07298,0.96309,0.91867,0.96685,0.72536,0.90679,0.47112,1.01529,0.000416,0.000416,0.000416
110,1105.07,0.89618,0.59702,1.06289,0.96036,0.92922,0.97167,0.72611,0.91735,0.47402,1.01843,0.000401333,0.000401333,0.000401333
111,1115.16,0.89979,0.58774,1.06306,0.95239,0.93393,0.96909,0.72752,0.90617,0.45806,1.00832,0.000386667,0.000386667,0.000386667
112,1125.07,0.91912,0.5882,1.07016,0.94983,0.94086,0.96918,0.73189,0.9081,0.4573,1.00281,0.000372,0.000372,0.000372
113,1134.99,0.90116,0.57686,1.0615,0.96183,0.93976,0.97501,0.74056,0.89338,0.44023,1.00177,0.000357333,0.000357333,0.000357333
114,1144.74,0.88291,0.56774,1.05687,0.95965,0.9312,0.96659,0.73652,0.89927,0.44424,1.00444,0.000342667,0.000342667,0.000342667
115,1154.76,0.89741,0.57031,1.0607,0.96849,0.9257,0.97126,0.7333,0.89842,0.44989,1.00519,0.000328,0.000328,0.000328
116,1164.58,0.89488,0.58443,1.05878,0.97167,0.92979,0.97254,0.7389,0.88527,0.44976,0.99876,0.000313333,0.000313333,0.000313333
117,1174.33,0.88988,0.57556,1.06363,0.96129,0.93489,0.97159,0.74084,0.89463,0.44529,1.00227,0.000298667,0.000298667,0.000298667
118,1184.33,0.88089,0.5686,1.05868,0.96392,0.92539,0.97087,0.74101,0.89617,0.4443,1.00517,0.000284,0.000284,0.000284
119,1194.23,0.89035,0.57322,1.05717,0.95655,0.92839,0.96784,0.7385,0.89604,0.45118,1.00267,0.000269333,0.000269333,0.000269333
120,1204.11,0.89362,0.58333,1.05969,0.96293,0.93524,0.97059,0.74043,0.89553,0.45539,1.00682,0.000254667,0.000254667,0.000254667
121,1214.17,0.87436,0.56321,1.06149,0.96465,0.93524,0.97358,0.74277,0.88749,0.44163,1.00254,0.00024,0.00024,0.00024
122,1224.17,0.86503,0.5608,1.05295,0.96446,0.94002,0.97183,0.74325,0.87713,0.44378,0.99344,0.000225333,0.000225333,0.000225333
123,1234.21,0.86733,0.55144,1.0404,0.96951,0.93223,0.96945,0.74486,0.88078,0.4417,0.99702,0.000210667,0.000210667,0.000210667
124,1244.32,0.86488,0.55683,1.04334,0.96249,0.92922,0.97007,0.7434,0.88397,0.44328,1.00063,0.000196,0.000196,0.000196
125,1254.2,0.86451,0.55783,1.05434,0.97072,0.92319,0.96946,0.74422,0.87238,0.43649,0.99092,0.000181333,0.000181333,0.000181333
126,1265.38,0.7516,0.44504,0.95139,0.9686,0.92927,0.96786,0.73742,0.87735,0.44796,0.99726,0.000166667,0.000166667,0.000166667
127,1275.6,0.73219,0.40228,0.94248,0.95932,0.94127,0.96889,0.73423,0.87804,0.44324,0.99812,0.000152,0.000152,0.000152
128,1285.35,0.72763,0.39581,0.93572,0.96908,0.94409,0.97012,0.73758,0.87661,0.44207,0.9996,0.000137333,0.000137333,0.000137333
129,1295.06,0.72264,0.38979,0.93655,0.9688,0.93373,0.96898,0.74102,0.8756,0.4434,1.00093,0.000122667,0.000122667,0.000122667
130,1304.78,0.71353,0.38515,0.93486,0.96806,0.93976,0.97172,0.74103,0.86967,0.44002,0.99694,0.000108,0.000108,0.000108
131,1314.73,0.71367,0.38208,0.93708,0.96297,0.93983,0.97085,0.74019,0.86833,0.4331,0.9967,9.33333e-05,9.33333e-05,9.33333e-05
132,1324.52,0.70766,0.37528,0.93621,0.9702,0.93166,0.97044,0.74541,0.86699,0.43145,0.99802,7.86667e-05,7.86667e-05,7.86667e-05
133,1334.32,0.70372,0.36608,0.92746,0.97322,0.93059,0.96981,0.74324,0.86525,0.42663,0.99774,6.4e-05,6.4e-05,6.4e-05
134,1344.21,0.70983,0.37264,0.93337,0.97341,0.93825,0.97108,0.74302,0.86497,0.42544,0.9987,4.93333e-05,4.93333e-05,4.93333e-05
135,1353.82,0.69557,0.36453,0.93045,0.97218,0.93675,0.96908,0.7451,0.86359,0.4258,0.99947,3.46667e-05,3.46667e-05,3.46667e-05
