epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,352.766,1.18887,0.9051,1.2222,0.89317,0.85941,0.92954,0.56917,1.28528,0.82019,1.25188,0.0015446,0.0015446,0.0015446
25,367.588,1.18638,0.8912,1.22246,0.9044,0.86892,0.93047,0.58373,1.21453,0.76586,1.20167,0.0015248,0.0015248,0.0015248
26,381.904,1.18641,0.88054,1.2184,0.8986,0.85835,0.92496,0.59142,1.19789,0.76095,1.1794,0.001505,0.001505,0.001505
27,396.36,1.1893,0.87695,1.22214,0.86245,0.85729,0.89464,0.52698,1.31814,0.84912,1.25001,0.0014852,0.0014852,0.0014852
28,410.547,1.18799,0.87767,1.22239,0.91118,0.86751,0.93766,0.57207,1.26563,0.76552,1.18706,0.0014654,0.0014654,0.0014654
29,424.865,1.17359,0.86573,1.21521,0.86502,0.84567,0.92312,0.59665,1.18755,0.76842,1.18144,0.0014456,0.0014456,0.0014456
30,439.409,1.17898,0.86191,1.21177,0.92851,0.87949,0.94204,0.5984,1.243,0.69847,1.1945,0.0014258,0.0014258,0.0014258
31,453.625,1.16694,0.8523,1.21025,0.86605,0.87421,0.92656,0.58948,1.20472,0.73554,1.18851,0.001406,0.001406,0.001406
32,468.409,1.17345,0.85989,1.21295,0.90915,0.87798,0.94287,0.61181,1.1772,0.72008,1.17204,0.0013862,0.0013862,0.0013862
33,482.559,1.1589,0.8431,1.20546,0.91077,0.89557,0.94755,0.61834,1.17102,0.67082,1.16903,0.0013664,0.0013664,0.0013664
34,497.096,1.15512,0.84426,1.20321,0.91193,0.8647,0.9392,0.60229,1.18927,0.70048,1.17542,0.0013466,0.0013466,0.0013466
35,511.185,1.14305,0.83771,1.20079,0.89915,0.85835,0.93229,0.59277,1.20344,0.74362,1.18204,0.0013268,0.0013268,0.0013268
36,525.667,1.1524,0.84194,1.20763,0.8985,0.84672,0.92337,0.59309,1.1684,0.74583,1.17193,0.001307,0.001307,0.001307
37,540.072,1.14306,0.81552,1.19461,0.89717,0.85775,0.92618,0.57246,1.26894,0.76335,1.21023,0.0012872,0.0012872,0.0012872
38,554.337,1.13062,0.81144,1.19244,0.92359,0.89429,0.95565,0.61176,1.19523,0.67659,1.16454,0.0012674,0.0012674,0.0012674
39,569.07,1.12302,0.8002,1.18657,0.9272,0.88901,0.94489,0.61494,1.16162,0.66444,1.15034,0.0012476,0.0012476,0.0012476
40,583.125,1.13524,0.80575,1.19476,0.92698,0.89535,0.95295,0.62733,1.16242,0.64953,1.15105,0.0012278,0.0012278,0.0012278
41,597.8,1.13086,0.80521,1.1891,0.92443,0.88795,0.94727,0.61605,1.1794,0.66395,1.1688,0.001208,0.001208,0.001208
42,612.176,1.12293,0.80211,1.19043,0.92214,0.87844,0.94667,0.61277,1.16216,0.66817,1.15287,0.0011882,0.0011882,0.0011882
43,626.867,1.10281,0.77914,1.17519,0.93951,0.89323,0.95187,0.62755,1.15859,0.65893,1.15724,0.0011684,0.0011684,0.0011684
44,641.155,1.1227,0.78264,1.1833,0.91256,0.89356,0.94482,0.60859,1.15828,0.69409,1.1653,0.0011486,0.0011486,0.0011486
45,655.665,1.10779,0.77469,1.17683,0.91985,0.88566,0.93939,0.62049,1.14332,0.65374,1.13311,0.0011288,0.0011288,0.0011288
46,669.897,1.09961,0.77782,1.17524,0.95265,0.89331,0.95353,0.62298,1.14713,0.63315,1.15043,0.001109,0.001109,0.001109
47,684.039,1.10753,0.76783,1.17105,0.92471,0.88689,0.9509,0.62162,1.1423,0.63469,1.15232,0.0010892,0.0010892,0.0010892
48,698.807,1.09532,0.75992,1.16499,0.92753,0.89429,0.95123,0.62275,1.1469,0.64607,1.14847,0.0010694,0.0010694,0.0010694
49,713.056,1.10016,0.75004,1.16725,0.93496,0.88139,0.95016,0.62428,1.14276,0.64205,1.1452,0.0010496,0.0010496,0.0010496
50,727.589,1.09056,0.76072,1.16512,0.91282,0.88551,0.9426,0.62219,1.13589,0.66219,1.13309,0.0010298,0.0010298,0.0010298
51,741.807,1.08187,0.75383,1.1653,0.9291,0.90047,0.95231,0.63376,1.12032,0.61886,1.13886,0.00101,0.00101,0.00101
52,756.477,1.07268,0.7344,1.15077,0.94109,0.91332,0.95602,0.63252,1.11859,0.60933,1.12072,0.0009902,0.0009902,0.0009902
53,770.763,1.07876,0.74251,1.16231,0.91929,0.91332,0.95472,0.62744,1.13851,0.6419,1.1166,0.0009704,0.0009704,0.0009704
54,785.394,1.08685,0.74172,1.16451,0.93172,0.90381,0.95721,0.64244,1.1092,0.6155,1.11096,0.0009506,0.0009506,0.0009506
55,799.594,1.07071,0.72906,1.15652,0.94868,0.89888,0.95918,0.64175,1.10622,0.60442,1.10308,0.0009308,0.0009308,0.0009308
56,813.84,1.06888,0.72208,1.15578,0.92404,0.90909,0.95235,0.63447,1.11865,0.62581,1.13441,0.000911,0.000911,0.000911
57,828.389,1.05827,0.71933,1.15338,0.93832,0.91659,0.95726,0.63558,1.11711,0.58717,1.12896,0.0008912,0.0008912,0.0008912
58,842.566,1.07191,0.71461,1.14982,0.94433,0.89649,0.95947,0.63796,1.11423,0.58282,1.13384,0.0008714,0.0008714,0.0008714
59,857.241,1.06467,0.71325,1.14255,0.92568,0.89533,0.95618,0.63862,1.11614,0.61485,1.11792,0.0008516,0.0008516,0.0008516
60,871.539,1.06664,0.70698,1.15116,0.91868,0.90761,0.95886,0.64121,1.09776,0.59201,1.11232,0.0008318,0.0008318,0.0008318
61,886.111,1.06111,0.71434,1.14786,0.94197,0.91015,0.96069,0.6556,1.07635,0.58476,1.1017,0.000812,0.000812,0.000812
62,900.275,1.05989,0.71286,1.14847,0.92536,0.91738,0.95879,0.64655,1.12123,0.58766,1.12134,0.0007922,0.0007922,0.0007922
63,914.655,1.07166,0.71664,1.15299,0.93175,0.90917,0.95903,0.6602,1.05738,0.5629,1.08492,0.0007724,0.0007724,0.0007724
64,929.001,1.0361,0.69275,1.14078,0.94575,0.89218,0.95619,0.64909,1.08814,0.59256,1.09498,0.0007526,0.0007526,0.0007526
65,943.202,1.05035,0.69083,1.14313,0.92593,0.91226,0.96151,0.66012,1.09086,0.57756,1.09499,0.0007328,0.0007328,0.0007328
66,957.796,1.04013,0.6799,1.13063,0.94956,0.90063,0.96241,0.66265,1.07875,0.56452,1.09855,0.000713,0.000713,0.000713
67,971.915,1.02983,0.68349,1.13278,0.93165,0.90782,0.9624,0.65902,1.0702,0.57441,1.10969,0.0006932,0.0006932,0.0006932
68,986.472,1.04323,0.688,1.13594,0.93506,0.88901,0.95288,0.64751,1.08108,0.59004,1.10231,0.0006734,0.0006734,0.0006734
69,1000.62,1.03053,0.67297,1.12955,0.95924,0.89556,0.96111,0.66373,1.07221,0.55633,1.09983,0.0006536,0.0006536,0.0006536
70,1015.34,1.0336,0.68733,1.13549,0.93156,0.91543,0.96397,0.6647,1.06422,0.56648,1.09743,0.0006338,0.0006338,0.0006338
71,1029.65,1.0118,0.65834,1.12641,0.94695,0.90592,0.95845,0.66562,1.06454,0.55397,1.10354,0.000614,0.000614,0.000614
72,1044.21,1.02898,0.67384,1.13228,0.93933,0.92283,0.96421,0.66929,1.06527,0.53983,1.09195,0.0005942,0.0005942,0.0005942
73,1058.48,1.01642,0.66715,1.12542,0.94246,0.89958,0.95972,0.66587,1.04904,0.55443,1.08256,0.0005744,0.0005744,0.0005744
74,1072.46,1.02344,0.6613,1.12559,0.95771,0.91226,0.96619,0.67123,1.05123,0.54368,1.09147,0.0005546,0.0005546,0.0005546
75,1086.92,1.01135,0.66613,1.12403,0.92768,0.90844,0.95917,0.66351,1.03973,0.56511,1.08335,0.0005348,0.0005348,0.0005348
76,1100.97,1.01243,0.66883,1.11907,0.94159,0.90698,0.95838,0.66623,1.03434,0.54811,1.08038,0.000515,0.000515,0.000515
77,1115.68,1.01149,0.66139,1.12059,0.93692,0.91438,0.96088,0.67237,1.03952,0.54211,1.08672,0.0004952,0.0004952,0.0004952
78,1129.9,1.01071,0.65889,1.12468,0.93565,0.92226,0.96474,0.67406,1.04642,0.51582,1.08208,0.0004754,0.0004754,0.0004754
79,1144.64,0.9895,0.64653,1.10894,0.9397,0.92072,0.96103,0.66557,1.06622,0.53502,1.1103,0.0004556,0.0004556,0.0004556
80,1158.71,0.99835,0.64249,1.11581,0.94943,0.91295,0.96909,0.67091,1.05353,0.52724,1.08357,0.0004358,0.0004358,0.0004358
81,1173.35,0.98591,0.6349,1.10629,0.94969,0.91015,0.9683,0.67599,1.04113,0.52173,1.08722,0.000416,0.000416,0.000416
82,1187.46,1.00004,0.63825,1.1188,0.96201,0.91649,0.96628,0.67666,1.04334,0.51826,1.08821,0.0003962,0.0003962,0.0003962
83,1201.69,0.97776,0.6306,1.10654,0.96001,0.91121,0.96665,0.66988,1.03209,0.52914,1.07113,0.0003764,0.0003764,0.0003764
84,1216.3,0.97352,0.61846,1.10043,0.95951,0.92691,0.96546,0.67674,1.03824,0.50877,1.08484,0.0003566,0.0003566,0.0003566
85,1230.58,0.98691,0.63081,1.10455,0.95489,0.91749,0.96644,0.6768,1.03182,0.51181,1.08364,0.0003368,0.0003368,0.0003368
86,1245.16,0.97845,0.63373,1.10613,0.96112,0.91469,0.96632,0.6818,1.01344,0.51338,1.07384,0.000317,0.000317,0.000317
87,1259.27,0.958,0.60793,1.09348,0.95519,0.92072,0.96784,0.67382,1.03847,0.51567,1.07696,0.0002972,0.0002972,0.0002972
88,1273.89,0.9687,0.61354,1.09975,0.95112,0.91121,0.96592,0.67519,1.0215,0.51268,1.07899,0.0002774,0.0002774,0.0002774
89,1288.22,0.96668,0.61568,1.10084,0.95114,0.92596,0.96902,0.68111,1.02624,0.49812,1.08189,0.0002576,0.0002576,0.0002576
90,1302.8,0.96598,0.61223,1.10051,0.94559,0.926,0.9683,0.68562,1.02632,0.48923,1.0799,0.0002378,0.0002378,0.0002378
91,1319.51,0.8907,0.50706,1.03824,0.9556,0.91,0.96467,0.67443,1.02796,0.51407,1.07394,0.000218,0.000218,0.000218
92,1333.9,0.87287,0.45762,1.02147,0.95357,0.92495,0.96895,0.67962,1.00786,0.50438,1.06945,0.0001982,0.0001982,0.0001982
93,1347.94,0.86575,0.44365,1.01336,0.95281,0.92178,0.96865,0.68007,1.00708,0.50124,1.06631,0.0001784,0.0001784,0.0001784
94,1361.76,0.86244,0.44608,1.0192,0.96242,0.92389,0.97243,0.6841,1.00189,0.49566,1.06137,0.0001586,0.0001586,0.0001586
95,1376.14,0.85225,0.4322,1.00972,0.96104,0.92495,0.96985,0.6791,1.00808,0.49252,1.06804,0.0001388,0.0001388,0.0001388
96,1390.09,0.85056,0.43493,1.00637,0.95866,0.9315,0.97419,0.68513,1.00078,0.48876,1.06755,0.000119,0.000119,0.000119
97,1404.53,0.84074,0.42777,1.01066,0.9448,0.94091,0.97283,0.68861,1.00078,0.48595,1.07032,9.92e-05,9.92e-05,9.92e-05
98,1418.57,0.83666,0.42636,1.00808,0.95648,0.92937,0.97048,0.68877,0.99727,0.48366,1.06597,7.94e-05,7.94e-05,7.94e-05
99,1433.04,0.83959,0.42473,1.00306,0.96471,0.92476,0.97315,0.68953,0.98856,0.48,1.06028,5.96e-05,5.96e-05,5.96e-05
100,1446.78,0.8305,0.4199,0.99749,0.96445,0.92918,0.97192,0.69202,0.98636,0.47566,1.06094,3.98e-05,3.98e-05,3.98e-05
